epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,2417.55,2.79256,2.75186,1.60482,7e-05,0.00025,4e-05,1e-05,3.33497,2.76429,1.45815,7.89327e-05,7.89327e-05,7.89327e-05
85,2446.45,2.77227,2.73665,1.60826,5e-05,0.00019,3e-05,0,3.31252,2.75587,1.43538,7.12282e-05,7.12282e-05,7.12282e-05
86,2475.61,2.79568,2.74818,1.59459,3e-05,0.00013,2e-05,0,3.35628,2.75087,1.46489,6.39518e-05,6.39518e-05,6.39518e-05
87,2504.3,2.78217,2.73324,1.59949,0.0012,6e-05,4e-05,1e-05,3.36058,2.75201,1.45481,5.71106e-05,5.71106e-05,5.71106e-05
88,2533.19,2.8231,2.77136,1.60752,0.00121,6e-05,5e-05,1e-05,3.35314,2.74489,1.45362,5.07115e-05,5.07115e-05,5.07115e-05
89,2562.19,2.77116,2.73147,1.60385,0.00122,6e-05,5e-05,1e-05,3.34685,2.74294,1.45469,4.47606e-05,4.47606e-05,4.47606e-05
90,2592.42,2.79265,2.72872,1.6149,7e-05,0.00025,4e-05,1e-05,3.32576,2.73243,1.45555,3.9264e-05,3.9264e-05,3.9264e-05
91,2622.33,2.97932,2.93056,1.49101,3e-05,0.00013,2e-05,1e-05,3.33637,2.71798,1.48209,3.4227e-05,3.4227e-05,3.4227e-05
92,2652.69,2.99854,2.88019,1.48023,3e-05,0.00013,2e-05,1e-05,3.39635,2.73895,1.5217,2.96546e-05,2.96546e-05,2.96546e-05
93,2682.02,2.98557,2.83475,1.46297,3e-05,0.00013,2e-05,1e-05,3.34626,2.71575,1.48865,2.55513e-05,2.55513e-05,2.55513e-05
94,2710.52,2.97314,2.80217,1.46268,3e-05,0.00013,2e-05,1e-05,3.30785,2.70877,1.45828,2.19212e-05,2.19212e-05,2.19212e-05
95,2738.46,2.95558,2.78174,1.45615,3e-05,0.00013,2e-05,0,3.33536,2.72375,1.48171,1.87678e-05,1.87678e-05,1.87678e-05
96,2766.77,2.965,2.77132,1.45811,3e-05,0.00013,2e-05,0,3.33866,2.72278,1.48659,1.60943e-05,1.60943e-05,1.60943e-05
97,2794.91,2.96562,2.76645,1.46872,3e-05,0.00013,2e-05,1e-05,3.31717,2.7158,1.47097,1.39032e-05,1.39032e-05,1.39032e-05
98,2823.15,2.98635,2.78256,1.45682,3e-05,0.00013,2e-05,1e-05,3.31855,2.71675,1.47226,1.21968e-05,1.21968e-05,1.21968e-05
99,2851.34,2.92324,2.72865,1.44949,3e-05,0.00013,2e-05,1e-05,3.33362,2.71973,1.48256,1.09768e-05,1.09768e-05,1.09768e-05
100,2879.74,2.93741,2.74391,1.44772,3e-05,0.00013,2e-05,0,3.33055,2.71825,1.48128,1.02443e-05,1.02443e-05,1.02443e-05
