epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,1058.11,1.01878,2.4032,1.33516,0.59466,0.01253,0.01847,0.01241,1.23033,2.59978,1.24758,0.0042085,0.0042085,0.0042085
119,1068.59,1.02196,2.41696,1.32943,0.62327,0.01241,0.01781,0.01217,1.23793,2.60615,1.26574,0.004159,0.004159,0.004159
120,1079.1,1.02889,2.46418,1.33351,0.54521,0.01241,0.01791,0.01248,1.23307,2.66617,1.27,0.0041095,0.0041095,0.0041095
121,1089.59,1.04112,2.4409,1.35493,0.56705,0.01272,0.01823,0.01249,1.22112,2.59706,1.25055,0.00406,0.00406,0.00406
122,1100.18,1.03581,2.42152,1.34408,0.59616,0.01241,0.01854,0.0124,1.27193,2.69203,1.28272,0.0040105,0.0040105,0.0040105
123,1110.6,1.0286,2.42984,1.34598,0.66291,0.01222,0.01842,0.01248,1.24811,2.73171,1.26512,0.003961,0.003961,0.003961
124,1121.19,1.03066,2.42863,1.34388,0.58584,0.01266,0.0183,0.01271,1.24132,2.63552,1.26982,0.0039115,0.0039115,0.0039115
125,1131.96,1.01186,2.3616,1.3249,0.58887,0.01215,0.01783,0.01215,1.2503,2.90861,1.25162,0.003862,0.003862,0.003862
126,1142.57,1.02887,2.37778,1.32768,0.59261,0.01278,0.01873,0.01249,1.25885,2.66698,1.25911,0.0038125,0.0038125,0.0038125
127,1153.19,1.0274,2.35507,1.3369,0.56857,0.01266,0.0181,0.01228,1.22564,2.67125,1.27199,0.003763,0.003763,0.003763
128,1163.79,1.02076,2.39424,1.33846,0.59852,0.01241,0.01836,0.01217,1.22161,2.588,1.25905,0.0037135,0.0037135,0.0037135
129,1174.19,1.03133,2.3797,1.33894,0.62933,0.0126,0.01799,0.01239,1.244,2.5762,1.25304,0.003664,0.003664,0.003664
130,1184.71,1.0311,2.38842,1.33851,0.59912,0.01272,0.01833,0.01238,1.25696,2.66657,1.29645,0.0036145,0.0036145,0.0036145
131,1195.23,1.0199,2.37953,1.33291,0.5346,0.01222,0.01844,0.01233,1.22878,2.75355,1.25702,0.003565,0.003565,0.003565
132,1205.57,1.02121,2.29779,1.33226,0.67272,0.01215,0.01847,0.01184,1.26041,2.72525,1.29116,0.0035155,0.0035155,0.0035155
133,1216.09,1.01518,2.41387,1.32999,0.59657,0.01257,0.01803,0.01257,1.19859,2.55742,1.25364,0.003466,0.003466,0.003466
134,1226.58,1.03848,2.43498,1.35517,0.57571,0.01213,0.01873,0.01249,1.21644,2.67708,1.25209,0.0034165,0.0034165,0.0034165
135,1237.15,1.02759,2.43428,1.32678,0.56204,0.01241,0.0187,0.01258,1.2412,2.71292,1.27291,0.003367,0.003367,0.003367
136,1247.9,1.01211,2.33843,1.3078,0.59148,0.01247,0.01864,0.01275,1.21822,2.5751,1.23911,0.0033175,0.0033175,0.0033175
137,1258.52,0.99296,2.32455,1.30254,0.58568,0.01241,0.01824,0.01284,1.21775,2.65885,1.24499,0.003268,0.003268,0.003268
138,1269.41,1.036,2.38608,1.34471,0.62009,0.01228,0.01852,0.01282,1.23042,2.61246,1.24924,0.0032185,0.0032185,0.0032185
139,1280.01,1.01529,2.36742,1.32197,0.5836,0.01234,0.01864,0.01254,1.22555,2.62172,1.25664,0.003169,0.003169,0.003169
140,1290.32,0.98043,2.26309,1.30068,0.60119,0.01228,0.01846,0.01206,1.23608,2.68346,1.26304,0.0031195,0.0031195,0.0031195
141,1300.88,1.0149,2.30442,1.32246,0.59104,0.01253,0.01858,0.01188,1.23964,2.57133,1.2544,0.00307,0.00307,0.00307
142,1311.49,0.99879,2.27978,1.30802,0.58375,0.01272,0.01819,0.01221,1.20771,2.56458,1.23227,0.0030205,0.0030205,0.0030205
143,1322.34,1.00818,2.2918,1.32436,0.60475,0.01241,0.01867,0.01288,1.21574,2.57995,1.24978,0.002971,0.002971,0.002971
144,1333.16,0.99066,2.26076,1.28974,0.68712,0.01228,0.01844,0.01247,1.22945,2.55744,1.24868,0.0029215,0.0029215,0.0029215
