epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,300.897,1.30742,1.08946,1.19139,0.51064,0.01165,0.0178,0.01102,1.88125,1.44357,1.21155,0.0011882,0.0011882,0.0011882
43,307.996,1.33089,1.08512,1.18808,0.62341,0.01234,0.01852,0.01244,1.80133,1.3512,1.17672,0.0011684,0.0011684,0.0011684
44,315.064,1.30305,1.06099,1.18891,0.64474,0.01234,0.01849,0.01277,1.78705,1.27921,1.22102,0.0011486,0.0011486,0.0011486
45,322.155,1.29818,1.08046,1.17331,0.57763,0.01272,0.01828,0.01252,1.78536,1.30004,1.17508,0.0011288,0.0011288,0.0011288
46,329.347,1.32394,1.09146,1.16978,0.5661,0.01215,0.01806,0.0122,1.79252,1.38833,1.19935,0.001109,0.001109,0.001109
47,336.394,1.30342,1.06894,1.19565,0.5835,0.01235,0.01855,0.01262,1.84109,1.34423,1.2289,0.0010892,0.0010892,0.0010892
48,343.502,1.25036,1.04011,1.15699,0.59049,0.01253,0.01795,0.01304,1.74723,1.27895,1.16935,0.0010694,0.0010694,0.0010694
49,350.647,1.26178,1.03653,1.16312,0.58832,0.01215,0.01851,0.01256,1.73273,1.28534,1.16125,0.0010496,0.0010496,0.0010496
50,357.776,1.26072,1.02305,1.16107,0.67664,0.01247,0.01859,0.01258,1.77324,1.28561,1.19961,0.0010298,0.0010298,0.0010298
51,364.804,1.27526,0.99646,1.17133,0.6384,0.01167,0.01785,0.01176,1.79265,1.42706,1.23304,0.00101,0.00101,0.00101
52,371.833,1.28388,1.05488,1.17576,0.6075,0.01228,0.01841,0.01273,1.75335,1.32684,1.16784,0.0009902,0.0009902,0.0009902
53,378.898,1.29324,1.04203,1.17156,0.60125,0.01247,0.01825,0.01223,1.80189,1.31689,1.21433,0.0009704,0.0009704,0.0009704
54,385.967,1.26007,0.99602,1.17231,0.5832,0.01215,0.01829,0.01259,1.73288,1.2919,1.17716,0.0009506,0.0009506,0.0009506
55,392.937,1.25242,1.0215,1.15225,0.53018,0.01197,0.01681,0.01115,1.75499,1.40059,1.16608,0.0009308,0.0009308,0.0009308
56,400.058,1.23618,0.98923,1.15688,0.5845,0.01215,0.01832,0.01284,1.7541,1.28797,1.18812,0.000911,0.000911,0.000911
57,407.019,1.24473,1.01016,1.14841,0.7128,0.01197,0.01868,0.01263,1.72825,1.28573,1.17407,0.0008912,0.0008912,0.0008912
58,414.025,1.24127,0.99305,1.14904,0.63362,0.01228,0.01837,0.01265,1.7703,1.32798,1.1703,0.0008714,0.0008714,0.0008714
59,420.987,1.2128,0.96806,1.1358,0.66369,0.01222,0.01839,0.01217,1.74373,1.27391,1.17268,0.0008516,0.0008516,0.0008516
60,428.112,1.22298,0.96537,1.14168,0.55988,0.01234,0.01828,0.01229,1.76705,1.3267,1.19018,0.0008318,0.0008318,0.0008318
61,435.102,1.21401,0.96672,1.12967,0.62948,0.01222,0.01822,0.01252,1.78474,1.28674,1.20582,0.000812,0.000812,0.000812
