epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,9224.25,1.02825,0.56552,1.10153,0.98297,0.95927,0.98408,0.75385,0.94205,0.40437,1.05121,0.00079705,0.00079705,0.00079705
43,9407.39,1.02245,0.55727,1.09638,0.98169,0.95886,0.9838,0.75503,0.94031,0.40255,1.05031,0.0007921,0.0007921,0.0007921
44,9592.53,1.01848,0.55797,1.09757,0.9825,0.96043,0.98472,0.75639,0.93836,0.40062,1.04913,0.00078715,0.00078715,0.00078715
45,9778.23,1.01607,0.55238,1.09291,0.98224,0.96069,0.98479,0.75726,0.93654,0.39884,1.0478,0.0007822,0.0007822,0.0007822
46,9961.47,1.01681,0.55272,1.0927,0.98272,0.9609,0.98452,0.7577,0.93508,0.39796,1.04673,0.00077725,0.00077725,0.00077725
47,10134.6,1.00915,0.54849,1.09131,0.98304,0.96049,0.98477,0.75799,0.93346,0.39709,1.04588,0.0007723,0.0007723,0.0007723
48,10309.4,1.00896,0.54797,1.08862,0.9833,0.9609,0.98484,0.75866,0.93233,0.39605,1.04496,0.00076735,0.00076735,0.00076735
49,10493.2,1.00383,0.54209,1.0868,0.98386,0.96008,0.98471,0.75918,0.93102,0.39492,1.04402,0.0007624,0.0007624,0.0007624
50,10678.5,0.99841,0.53629,1.08254,0.98372,0.96005,0.98467,0.76006,0.92974,0.3932,1.04295,0.00075745,0.00075745,0.00075745
51,10863.7,0.99754,0.53906,1.08155,0.98414,0.96017,0.98463,0.76053,0.92806,0.39162,1.04161,0.0007525,0.0007525,0.0007525
52,11046.2,0.99235,0.53059,1.07879,0.98132,0.96306,0.98494,0.76147,0.92642,0.38974,1.04041,0.00074755,0.00074755,0.00074755
53,11226,0.99576,0.53498,1.08117,0.9827,0.96314,0.98507,0.76261,0.92458,0.38832,1.03943,0.0007426,0.0007426,0.0007426
54,11413.1,0.99187,0.53068,1.08006,0.98263,0.96293,0.98505,0.76309,0.92314,0.38711,1.03876,0.00073765,0.00073765,0.00073765
55,11599.6,0.98808,0.52685,1.07564,0.98255,0.96332,0.98487,0.76291,0.92171,0.38618,1.0379,0.0007327,0.0007327,0.0007327
56,11784.4,0.98473,0.5263,1.07836,0.98276,0.96373,0.98527,0.76411,0.92028,0.38597,1.03722,0.00072775,0.00072775,0.00072775
57,11970,0.97907,0.51961,1.07532,0.98283,0.96415,0.98523,0.76528,0.91871,0.38468,1.03652,0.0007228,0.0007228,0.0007228
58,12151,0.97916,0.51675,1.07585,0.98264,0.96436,0.98596,0.76639,0.91694,0.3843,1.03558,0.00071785,0.00071785,0.00071785
59,12332.5,0.97505,0.51218,1.07089,0.98274,0.96477,0.98631,0.76712,0.91526,0.38346,1.03455,0.0007129,0.0007129,0.0007129
60,12519.5,0.97416,0.51143,1.06741,0.98216,0.96558,0.98619,0.7681,0.91348,0.38219,1.03329,0.00070795,0.00070795,0.00070795
61,12703.7,0.96966,0.51258,1.07036,0.98279,0.96558,0.98627,0.76788,0.91176,0.3811,1.03241,0.000703,0.000703,0.000703
