epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.9367,0.97605,3.62156,1.61128,0.56542,0.00762,0.28703,0.1548,1.4171,4.32549,1.92475,0.08119,0.00099,0.00099
2,38.2663,1.11223,3.28342,1.62615,0.21875,0.00926,0.11429,0.05866,1.40367,5.00901,1.73483,0.0621801,0.00198015,0.00198015
3,55.6613,1.07827,3.13123,1.60796,0.36842,0.0097,0.18915,0.10197,1.44247,3.89383,1.77934,0.0431604,0.0029604,0.0029604
4,73.0781,1.05342,3.05828,1.57262,0.21028,0.01134,0.11241,0.05921,1.24642,4.44466,1.78214,0.0241307,0.00393075,0.00393075
5,89.8704,1.11178,3.18199,1.62619,0.37445,0.01071,0.19376,0.1039,1.34517,4.34032,1.61337,0.0050912,0.0048912,0.0048912
6,106.642,1.0579,3.0562,1.57888,0.34394,0.01089,0.17806,0.09779,1.35718,4.08548,1.67455,0.00487625,0.00487625,0.00487625
7,122.86,1.05059,2.98118,1.5481,0.77049,0.00592,0.38866,0.22671,1.47198,4.32342,1.69447,0.0048515,0.0048515,0.0048515
8,139.424,1.0574,2.94918,1.54256,0.401,0.01008,0.20524,0.11141,1.4517,3.799,1.69246,0.00482675,0.00482675,0.00482675
9,156.96,1.03172,2.84616,1.5096,0.61053,0.01096,0.31206,0.18419,1.31716,3.20081,1.50326,0.004802,0.004802,0.004802
10,174.152,1.02835,2.79878,1.51003,0.54135,0.00907,0.27542,0.16468,1.36705,3.66705,1.56997,0.00477725,0.00477725,0.00477725
11,191.118,0.99171,2.69426,1.49278,0.55215,0.01134,0.28416,0.16383,1.33633,3.16711,1.53717,0.0047525,0.0047525,0.0047525
12,208.308,0.99762,2.69547,1.48024,0.63455,0.01203,0.32546,0.20779,1.25762,2.90438,1.49156,0.00472775,0.00472775,0.00472775
13,224.761,0.97892,2.59869,1.46519,0.54762,0.01014,0.27956,0.15555,1.37538,3.35546,1.60089,0.004703,0.004703,0.004703
14,241.309,0.9909,2.66158,1.47783,0.61639,0.01184,0.31643,0.20691,1.18982,2.83906,1.38546,0.00467825,0.00467825,0.00467825
15,257.185,0.97506,2.57893,1.47023,0.75109,0.01083,0.38154,0.23645,1.29009,2.99386,1.53945,0.0046535,0.0046535,0.0046535
16,274.891,0.97886,2.6286,1.46405,0.48634,0.01121,0.24987,0.16002,1.20116,3.07709,1.4416,0.00462875,0.00462875,0.00462875
17,291.93,0.9327,2.48546,1.41354,0.72984,0.0114,0.37197,0.24093,1.20404,2.77146,1.42367,0.004604,0.004604,0.004604
18,308.355,0.94427,2.44204,1.41847,0.63958,0.0114,0.32732,0.21698,1.17878,2.69879,1.40727,0.00457925,0.00457925,0.00457925
19,325.457,0.9607,2.43897,1.42821,0.64085,0.01146,0.32812,0.20918,1.24202,2.77903,1.45719,0.0045545,0.0045545,0.0045545
20,342.185,0.95129,2.42783,1.42174,0.67886,0.01052,0.34553,0.2172,1.2448,2.88641,1.51115,0.00452975,0.00452975,0.00452975
21,360.221,0.94383,2.4452,1.42831,0.69318,0.01152,0.35337,0.2153,1.28638,2.72999,1.51535,0.004505,0.004505,0.004505
22,377.85,0.93948,2.42808,1.42439,0.76471,0.01146,0.38905,0.26368,1.15347,2.67309,1.35911,0.00448025,0.00448025,0.00448025
23,394.856,0.93673,2.36185,1.41492,0.78112,0.01146,0.39691,0.26169,1.22601,2.63628,1.43869,0.0044555,0.0044555,0.0044555
24,411.854,0.93106,2.35905,1.41371,0.79904,0.01052,0.40538,0.26032,1.24314,2.79939,1.43446,0.00443075,0.00443075,0.00443075
25,428.437,0.93934,2.35676,1.40267,0.79835,0.01222,0.40655,0.25958,1.24185,2.56612,1.45478,0.004406,0.004406,0.004406
26,444.741,0.92921,2.29346,1.39868,0.69818,0.01209,0.35709,0.23591,1.1668,2.59743,1.3757,0.00438125,0.00438125,0.00438125
27,461.841,0.92645,2.3128,1.39544,0.62887,0.01152,0.3224,0.22819,1.1076,2.55967,1.31936,0.0043565,0.0043565,0.0043565
28,477.868,0.91541,2.29413,1.39265,0.81385,0.01184,0.41406,0.27265,1.17346,2.59559,1.40624,0.00433175,0.00433175,0.00433175
29,494.571,0.932,2.33751,1.40961,0.708,0.01115,0.36092,0.23245,1.22193,2.70677,1.44943,0.004307,0.004307,0.004307
30,511.528,0.91356,2.31447,1.37717,0.74708,0.01209,0.38137,0.244,1.18455,2.48516,1.4146,0.00428225,0.00428225,0.00428225
31,528.808,0.89142,2.21413,1.36434,0.8216,0.01102,0.41725,0.27782,1.22949,2.57916,1.44185,0.0042575,0.0042575,0.0042575
32,547.027,0.905,2.26605,1.36692,0.79386,0.0114,0.40338,0.2698,1.18552,2.63165,1.39005,0.00423275,0.00423275,0.00423275
33,564.054,0.91693,2.285,1.36501,0.75794,0.01203,0.38626,0.25725,1.19357,2.49246,1.40498,0.004208,0.004208,0.004208
34,581.076,0.89919,2.19563,1.37459,0.83043,0.01203,0.42216,0.28161,1.15579,2.44444,1.3685,0.00418325,0.00418325,0.00418325
35,598.309,0.90147,2.21686,1.37331,0.768,0.01209,0.39152,0.26878,1.13087,2.41846,1.36654,0.0041585,0.0041585,0.0041585
36,614.866,0.90786,2.26848,1.38844,0.68401,0.01159,0.34932,0.22081,1.22166,2.66582,1.44813,0.00413375,0.00413375,0.00413375
37,632.412,0.88181,2.11732,1.35028,0.78099,0.0119,0.39763,0.27588,1.14188,2.42803,1.33193,0.004109,0.004109,0.004109
38,649.559,0.90743,2.23397,1.36861,0.76707,0.01203,0.39095,0.25841,1.16027,2.55761,1.41739,0.00408425,0.00408425,0.00408425
39,665.433,0.91083,2.23729,1.37933,0.82667,0.01171,0.41997,0.28457,1.17174,2.50283,1.37739,0.0040595,0.0040595,0.0040595
40,683.098,0.87056,2.11455,1.35057,0.8866,0.01083,0.44912,0.29132,1.22377,2.6456,1.43275,0.00403475,0.00403475,0.00403475
41,700.125,0.90858,2.21889,1.37324,0.70866,0.01134,0.36176,0.22941,1.24731,2.6694,1.43021,0.00401,0.00401,0.00401
42,716.94,0.88013,2.08067,1.33652,0.7621,0.0119,0.38845,0.2659,1.16481,2.51962,1.40074,0.00398525,0.00398525,0.00398525
43,734.117,0.9055,2.20797,1.37003,0.74525,0.01234,0.38056,0.24958,1.134,2.34241,1.38034,0.0039605,0.0039605,0.0039605
44,750.514,0.85311,2.03604,1.32186,0.81547,0.01241,0.40153,0.26375,1.18112,2.25839,1.40662,0.00393575,0.00393575,0.00393575
45,767.572,0.86331,2.04478,1.33254,0.77021,0.0114,0.392,0.26358,1.18227,2.42462,1.40051,0.003911,0.003911,0.003911
46,784.353,0.88069,2.11558,1.35937,0.7459,0.01146,0.3801,0.25905,1.17042,2.4614,1.41402,0.00388625,0.00388625,0.00388625
47,801.281,0.87436,2.0975,1.34713,0.7451,0.01197,0.3804,0.24567,1.18846,2.41654,1.42366,0.0038615,0.0038615,0.0038615
48,817.809,0.88136,2.09993,1.35048,0.87374,0.01089,0.4426,0.30489,1.15115,2.5264,1.36633,0.00383675,0.00383675,0.00383675
49,834.493,0.88238,2.12643,1.35579,0.8565,0.01203,0.43501,0.29819,1.15201,2.31836,1.38321,0.003812,0.003812,0.003812
50,851.473,0.86942,2.03776,1.32573,0.77881,0.01197,0.39518,0.25618,1.20621,2.38992,1.45704,0.00378725,0.00378725,0.00378725
51,867.31,0.84104,1.99515,1.31574,0.87156,0.01197,0.44238,0.31547,1.10516,2.32868,1.31487,0.0037625,0.0037625,0.0037625
52,884.404,0.86891,2.08921,1.32134,0.81301,0.0126,0.41387,0.26381,1.21774,2.33047,1.47192,0.00373775,0.00373775,0.00373775
53,900.805,0.8913,2.07467,1.3338,0.81579,0.01171,0.41468,0.2767,1.14306,2.42487,1.38699,0.003713,0.003713,0.003713
54,914.849,0.85862,2.07575,1.32218,0.78632,0.01159,0.40003,0.27763,1.12032,2.42648,1.3334,0.00368825,0.00368825,0.00368825
55,926.063,0.86265,2.02507,1.32363,0.83691,0.01228,0.4256,0.29209,1.13112,2.25598,1.35618,0.0036635,0.0036635,0.0036635
56,937.34,0.86791,2.09146,1.34872,0.76533,0.01222,0.38386,0.25891,1.11822,2.28706,1.33717,0.00363875,0.00363875,0.00363875
57,948.601,0.85961,2.03122,1.31802,0.80083,0.01215,0.40774,0.27903,1.14513,2.23789,1.37345,0.003614,0.003614,0.003614
58,959.866,0.84211,1.95971,1.30382,0.87619,0.01159,0.44454,0.30343,1.17068,2.44356,1.38438,0.00358925,0.00358925,0.00358925
59,971.161,0.84277,1.98272,1.30479,0.84793,0.01159,0.43057,0.29777,1.14237,2.37242,1.36771,0.0035645,0.0035645,0.0035645
60,982.48,0.82767,1.93381,1.30794,0.77642,0.01203,0.39538,0.27019,1.14442,2.31438,1.40437,0.00353975,0.00353975,0.00353975
61,993.742,0.85163,2.0325,1.31173,0.80687,0.01184,0.41064,0.2918,1.10058,2.24538,1.32284,0.003515,0.003515,0.003515
62,1005.17,0.85133,1.9899,1.31708,0.77328,0.01203,0.39362,0.27587,1.11869,2.27025,1.33301,0.00349025,0.00349025,0.00349025
63,1016.28,0.85133,1.99759,1.31069,0.83333,0.01134,0.42352,0.28121,1.18188,2.3694,1.43368,0.0034655,0.0034655,0.0034655
