epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.4188,1.41355,2.31105,1.56928,0.03308,0.00989,0.00681,0.0038,2.7318,3.53876,2.44153,0.0679867,0.000653333,0.000653333
2,20.7976,1.75226,2.00301,1.52593,0.0726,0.01058,0.00814,0.00623,2.43814,3.89246,1.9223,0.0353141,0.00131406,0.00131406
3,29.6082,1.83394,1.97252,1.51164,0.09875,0.01146,0.00957,0.00575,2.25247,2.63399,1.96776,0.00263545,0.00196879,0.00196879
4,38.3281,1.84003,1.92373,1.5204,0.05248,0.0114,0.00474,0.00273,2.30906,4.25795,1.57501,0.001973,0.001973,0.001973
5,47.3624,1.79648,1.87421,1.47873,0.12422,0.01064,0.00949,0.00593,2.40649,2.68977,1.60081,0.001964,0.001964,0.001964
6,56.3749,1.74872,1.79568,1.45442,0.12558,0.01102,0.00945,0.00653,2.25939,2.76649,1.57625,0.001955,0.001955,0.001955
7,65.3666,1.80293,1.79878,1.48054,0.12528,0.00982,0.00829,0.00604,2.47792,2.75204,1.62845,0.001946,0.001946,0.001946
8,74.3027,1.69686,1.71537,1.42157,0.25359,0.01241,0.01555,0.00942,2.02882,1.86534,1.32148,0.001937,0.001937,0.001937
9,83.0857,1.68075,1.70805,1.40376,0.29765,0.01234,0.0141,0.00886,2.12171,1.97739,1.41312,0.001928,0.001928,0.001928
10,92.0133,1.67459,1.63695,1.40091,0.27151,0.0119,0.01553,0.00943,2.12227,1.90026,1.31033,0.001919,0.001919,0.001919
11,100.948,1.66655,1.62201,1.39771,0.26826,0.01203,0.01493,0.00885,2.1336,1.93062,1.35148,0.00191,0.00191,0.00191
12,110.075,1.59382,1.56994,1.35952,0.23541,0.01266,0.01468,0.00876,2.00153,1.91342,1.31203,0.001901,0.001901,0.001901
13,119.286,1.64424,1.59131,1.36881,0.3874,0.01027,0.0124,0.00768,2.35641,2.08626,1.46467,0.001892,0.001892,0.001892
14,128.249,1.5999,1.54398,1.36401,0.37208,0.01203,0.01576,0.01005,1.9946,1.70784,1.274,0.001883,0.001883,0.001883
15,137.169,1.60026,1.53029,1.36708,0.27809,0.01171,0.01455,0.00908,2.08073,1.81421,1.33829,0.001874,0.001874,0.001874
16,145.888,1.56242,1.51513,1.34332,0.23718,0.01146,0.01378,0.00803,2.19035,2.03439,1.40906,0.001865,0.001865,0.001865
17,154.521,1.64359,1.5462,1.37405,0.32327,0.01171,0.01408,0.00927,1.98852,1.78412,1.33115,0.001856,0.001856,0.001856
18,163.224,1.65204,1.57105,1.3727,0.38362,0.01184,0.01613,0.01024,1.99582,1.63612,1.2829,0.001847,0.001847,0.001847
19,172.095,1.60887,1.53081,1.363,0.31469,0.01247,0.01631,0.01049,1.87911,1.62036,1.20165,0.001838,0.001838,0.001838
20,181.028,1.59506,1.4696,1.35422,0.45193,0.01209,0.01708,0.01051,1.96129,1.55066,1.2835,0.001829,0.001829,0.001829
21,189.983,1.57946,1.47218,1.34076,0.29604,0.01215,0.01428,0.0088,2.06537,1.80696,1.31853,0.00182,0.00182,0.00182
22,198.979,1.55658,1.4606,1.32239,0.46394,0.01165,0.01631,0.0101,1.99135,1.61509,1.28094,0.001811,0.001811,0.001811
23,207.889,1.56286,1.43049,1.33541,0.39619,0.01247,0.01673,0.01061,1.8966,1.53516,1.22924,0.001802,0.001802,0.001802
24,218.537,1.55986,1.46791,1.33612,0.36715,0.01247,0.0167,0.01101,1.84941,1.5196,1.2238,0.001793,0.001793,0.001793
25,227.214,1.53231,1.43136,1.29967,0.41296,0.01223,0.01578,0.01024,1.92702,1.64503,1.26768,0.001784,0.001784,0.001784
26,236.246,1.59665,1.45222,1.34983,0.50299,0.01178,0.0161,0.01024,2.03735,1.65041,1.27153,0.001775,0.001775,0.001775
27,244.962,1.59048,1.44182,1.32654,0.45038,0.01203,0.01682,0.01019,1.96333,1.55774,1.27616,0.001766,0.001766,0.001766
28,253.33,1.52839,1.41382,1.29361,0.27227,0.01297,0.0154,0.00999,1.92482,1.71161,1.23427,0.001757,0.001757,0.001757
29,261.519,1.51723,1.40633,1.30458,0.34123,0.01272,0.01657,0.01071,1.85095,1.54782,1.22786,0.001748,0.001748,0.001748
30,270.407,1.50152,1.3726,1.29186,0.46241,0.01165,0.01564,0.01041,1.88561,1.6253,1.22317,0.001739,0.001739,0.001739
31,279.143,1.54506,1.36317,1.31779,0.45276,0.01108,0.01528,0.00942,2.01555,1.68459,1.28274,0.00173,0.00173,0.00173
32,287.909,1.53078,1.38767,1.32262,0.62994,0.0114,0.01694,0.01086,2.01192,1.59547,1.2912,0.001721,0.001721,0.001721
33,296.452,1.55586,1.35562,1.31895,0.48164,0.01247,0.017,0.01176,1.85993,1.44668,1.24896,0.001712,0.001712,0.001712
34,305.441,1.57024,1.3928,1.32982,0.34637,0.01178,0.01587,0.01021,2.01211,1.67755,1.26935,0.001703,0.001703,0.001703
35,314.309,1.46508,1.32263,1.28153,0.53556,0.01234,0.01841,0.01187,1.88705,1.4424,1.22624,0.001694,0.001694,0.001694
36,323.186,1.46783,1.33601,1.28986,0.30404,0.01266,0.01656,0.0115,1.78949,1.4741,1.20042,0.001685,0.001685,0.001685
37,332.103,1.47514,1.3342,1.29421,0.49711,0.01222,0.01737,0.01164,1.80161,1.39904,1.20561,0.001676,0.001676,0.001676
38,341.054,1.47753,1.32689,1.28946,0.48235,0.0119,0.01631,0.01027,1.87761,1.57164,1.26162,0.001667,0.001667,0.001667
39,350.149,1.48576,1.31788,1.28437,0.37199,0.01115,0.01302,0.0081,2.07029,1.79709,1.31957,0.001658,0.001658,0.001658
40,359.123,1.47303,1.31928,1.28784,0.48293,0.01241,0.01733,0.01139,1.85467,1.44448,1.20508,0.001649,0.001649,0.001649
41,367.916,1.46741,1.34222,1.27152,0.41857,0.01278,0.01744,0.01187,1.79241,1.40559,1.19137,0.00164,0.00164,0.00164
42,376.983,1.44553,1.30728,1.2783,0.53173,0.01228,0.0174,0.01224,1.8341,1.40433,1.21369,0.001631,0.001631,0.001631
43,385.886,1.49747,1.34822,1.30153,0.5295,0.01241,0.01736,0.01094,1.88479,1.4183,1.25287,0.001622,0.001622,0.001622
44,394.88,1.45951,1.30042,1.26455,0.39476,0.01228,0.01656,0.01086,1.87769,1.52982,1.24111,0.001613,0.001613,0.001613
45,403.649,1.46835,1.27703,1.2775,0.54453,0.01205,0.01739,0.01116,1.88584,1.49549,1.23923,0.001604,0.001604,0.001604
46,412.518,1.48491,1.28463,1.30077,0.48761,0.01266,0.01723,0.01156,1.85662,1.41017,1.21837,0.001595,0.001595,0.001595
47,421.392,1.47552,1.30701,1.29047,0.52154,0.01241,0.01723,0.01178,1.81001,1.38491,1.2022,0.001586,0.001586,0.001586
48,429.836,1.46005,1.29678,1.27354,0.3798,0.01215,0.01649,0.01059,1.87283,1.50382,1.22184,0.001577,0.001577,0.001577
49,438.347,1.43195,1.25557,1.26424,0.50008,0.01222,0.0182,0.01197,1.81067,1.40023,1.22538,0.001568,0.001568,0.001568
50,447.379,1.47514,1.26872,1.27955,0.55863,0.01222,0.01858,0.01219,1.79075,1.41641,1.18979,0.001559,0.001559,0.001559
51,456.446,1.42406,1.27423,1.25131,0.50654,0.01247,0.01805,0.01201,1.76532,1.35308,1.16969,0.00155,0.00155,0.00155
52,465.336,1.43175,1.24056,1.24732,0.4167,0.01253,0.01759,0.01168,1.77798,1.39499,1.18106,0.001541,0.001541,0.001541
53,474.272,1.41955,1.23246,1.25148,0.46047,0.01215,0.01708,0.0105,1.89238,1.45146,1.24484,0.001532,0.001532,0.001532
54,483.265,1.45878,1.28365,1.27032,0.50907,0.01178,0.01712,0.0109,1.86781,1.46593,1.22656,0.001523,0.001523,0.001523
55,492.174,1.4008,1.20907,1.24477,0.50693,0.01215,0.01778,0.01203,1.78513,1.38558,1.19051,0.001514,0.001514,0.001514
56,500.827,1.43921,1.24709,1.26543,0.54193,0.01266,0.01791,0.01236,1.78366,1.38053,1.19535,0.001505,0.001505,0.001505
57,509.636,1.42298,1.22927,1.25858,0.43841,0.01272,0.01806,0.01255,1.76604,1.33681,1.18759,0.001496,0.001496,0.001496
58,518.561,1.39729,1.21279,1.24961,0.5163,0.01234,0.01782,0.01257,1.74612,1.32792,1.15333,0.001487,0.001487,0.001487
59,527.46,1.41398,1.2308,1.26262,0.5585,0.01247,0.01763,0.01241,1.74785,1.38266,1.14837,0.001478,0.001478,0.001478
60,536.347,1.41746,1.21625,1.23865,0.57129,0.01184,0.01791,0.0111,1.87322,1.45792,1.22983,0.001469,0.001469,0.001469
61,545.175,1.39583,1.20418,1.22748,0.55139,0.01272,0.01824,0.01245,1.77116,1.32714,1.19662,0.00146,0.00146,0.00146
62,554.022,1.41045,1.20998,1.25152,0.52024,0.0126,0.0177,0.01246,1.76527,1.31135,1.17242,0.001451,0.001451,0.001451
63,562.95,1.42907,1.23802,1.24511,0.57372,0.01247,0.01823,0.01257,1.77452,1.31794,1.19966,0.001442,0.001442,0.001442
64,571.803,1.41173,1.21334,1.24447,0.42618,0.01278,0.01808,0.01221,1.7665,1.36306,1.16118,0.001433,0.001433,0.001433
65,580.12,1.39982,1.22787,1.24222,0.48667,0.01254,0.01768,0.0124,1.77652,1.33784,1.19058,0.001424,0.001424,0.001424
