epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,885.979,0.59173,0.97595,0.51219,1.0078,0.88281,0.78178,0.86049,0.72442,0.88281,0.78178,0.86049,0.73492,0.87754,1.65715,0.81449,1.39347,0.000713,0.000713,0.000713
132,892.572,0.61765,0.98337,0.49189,1.02955,0.86651,0.79245,0.86399,0.7109,0.86651,0.79245,0.86399,0.73096,0.89891,1.52092,0.83278,1.42324,0.0007031,0.0007031,0.0007031
133,899.072,0.58667,0.93015,0.46487,1.0115,0.87865,0.78302,0.86066,0.70699,0.87865,0.78302,0.86066,0.73038,0.97124,1.50674,0.82053,1.4622,0.0006932,0.0006932,0.0006932
134,905.935,0.603,0.91783,0.4803,1.02458,0.8866,0.81132,0.87232,0.73001,0.8866,0.81132,0.87232,0.73999,0.81922,1.7198,0.87237,1.30381,0.0006833,0.0006833,0.0006833
135,913.387,0.60156,0.96355,0.47422,1.02304,0.90108,0.77358,0.86106,0.70997,0.90108,0.77358,0.86106,0.72391,0.77516,1.47692,0.90844,1.26505,0.0006734,0.0006734,0.0006734
136,919.887,0.59834,0.97017,0.49482,1.03372,0.82524,0.80189,0.85473,0.71425,0.82524,0.80189,0.85473,0.71948,0.90639,1.65827,0.89557,1.35937,0.0006635,0.0006635,0.0006635
137,926.519,0.58902,0.93392,0.4634,1.02322,0.87859,0.81922,0.87222,0.73491,0.87859,0.81922,0.87222,0.7426,0.83683,1.33648,0.91957,1.32816,0.0006536,0.0006536,0.0006536
138,933.058,0.56417,0.91185,0.4449,1.00696,0.8866,0.81132,0.88001,0.73334,0.8866,0.81132,0.88001,0.75652,0.84666,1.68301,0.63035,1.40547,0.0006437,0.0006437,0.0006437
139,939.473,0.59234,0.92922,0.46236,1.02407,0.91859,0.80189,0.88524,0.73593,0.91859,0.80189,0.88524,0.76117,0.82353,1.65748,0.67418,1.36788,0.0006338,0.0006338,0.0006338
140,946.584,0.58938,0.96469,0.47122,1.01473,0.85294,0.82075,0.87671,0.72734,0.86275,0.83019,0.88382,0.74993,0.92856,1.48133,0.81863,1.41555,0.0006239,0.0006239,0.0006239
141,953.597,0.58265,0.92267,0.47017,1.01299,0.85569,0.81132,0.86838,0.73586,0.85569,0.81132,0.86838,0.75045,0.69465,1.39892,0.96028,1.23159,0.000614,0.000614,0.000614
142,960.28,0.56876,0.8978,0.45117,0.9972,0.84466,0.82075,0.87061,0.71673,0.84466,0.82075,0.87061,0.74059,0.87509,1.7872,0.94651,1.43989,0.0006041,0.0006041,0.0006041
143,966.794,0.59813,0.96358,0.45617,1.01014,0.87879,0.82075,0.86888,0.72318,0.87879,0.82075,0.86888,0.73864,0.7656,1.4933,0.85253,1.30776,0.0005942,0.0005942,0.0005942
144,973.144,0.5742,0.92563,0.45778,1.00424,0.84,0.79245,0.85509,0.70955,0.85,0.80189,0.86133,0.72558,0.81773,1.49949,0.76925,1.32703,0.0005843,0.0005843,0.0005843
145,979.642,0.56732,0.92198,0.46578,0.99871,0.88889,0.75472,0.84176,0.6911,0.88889,0.75472,0.84176,0.71284,0.84568,1.66688,0.75901,1.35856,0.0005744,0.0005744,0.0005744
146,987.12,0.5639,0.86692,0.45207,1.00076,0.89583,0.81132,0.87512,0.71916,0.89583,0.81132,0.87512,0.73835,0.81133,1.7826,0.69667,1.36634,0.0005645,0.0005645,0.0005645
147,995.387,0.60335,0.93014,0.47825,1.02032,0.86139,0.82075,0.88063,0.73345,0.86139,0.82075,0.88063,0.75253,0.87341,1.83474,0.68554,1.40428,0.0005546,0.0005546,0.0005546
148,1001.8,0.55345,0.9339,0.45004,0.99262,0.91155,0.80189,0.87592,0.71761,0.91155,0.80189,0.87592,0.73908,0.82638,1.71244,0.76785,1.40568,0.0005447,0.0005447,0.0005447
149,1008.24,0.56129,0.8869,0.45188,1.00482,0.88756,0.81132,0.88889,0.72759,0.88756,0.81132,0.88889,0.75577,0.85507,1.54697,0.80177,1.39839,0.0005348,0.0005348,0.0005348
150,1014.75,0.54852,0.91416,0.44046,1.00115,0.93223,0.78302,0.88684,0.71173,0.93223,0.78302,0.88684,0.7418,0.8485,1.82272,0.73994,1.3918,0.0005249,0.0005249,0.0005249
151,1021.18,0.54303,0.8914,0.43211,0.98434,0.87,0.82075,0.87781,0.7393,0.87,0.82075,0.87781,0.75173,0.89853,1.72296,0.69687,1.39393,0.000515,0.000515,0.000515
152,1029.07,0.55393,0.90286,0.43745,0.98984,0.9107,0.78302,0.86857,0.70583,0.9107,0.78302,0.86857,0.72954,0.76466,1.48942,0.80876,1.2645,0.0005051,0.0005051,0.0005051
153,1035.68,0.56011,0.91849,0.44262,1.00532,0.87867,0.81986,0.87503,0.73628,0.87867,0.81986,0.87503,0.74758,0.85027,1.77676,0.82619,1.39775,0.0004952,0.0004952,0.0004952
154,1042.17,0.56551,0.87885,0.43436,1.00379,0.85859,0.80189,0.86301,0.72855,0.85859,0.80189,0.86301,0.7415,0.91291,2.08443,1.0784,1.46648,0.0004853,0.0004853,0.0004853
155,1048.65,0.54604,0.87098,0.42918,0.98217,0.86689,0.79245,0.85084,0.73154,0.86689,0.79245,0.85084,0.74142,0.84183,1.80936,0.97867,1.36324,0.0004754,0.0004754,0.0004754
156,1055.12,0.537,0.82674,0.41023,0.98591,0.87835,0.82075,0.87256,0.72737,0.87835,0.82075,0.87256,0.74787,0.85096,1.85819,0.78222,1.43499,0.0004655,0.0004655,0.0004655
157,1061.93,0.56045,0.90584,0.42864,0.9996,0.87629,0.80189,0.86762,0.72298,0.87629,0.80189,0.86762,0.74532,0.90009,1.83197,0.74931,1.39604,0.0004556,0.0004556,0.0004556
158,1069.4,0.55043,0.86406,0.43347,0.99916,0.87629,0.80189,0.86681,0.72193,0.87629,0.80189,0.86681,0.73657,0.90278,1.85421,0.83063,1.45234,0.0004457,0.0004457,0.0004457
159,1075.76,0.57201,0.88188,0.43558,1.00819,0.88233,0.80189,0.86382,0.70721,0.88233,0.80189,0.86382,0.73162,0.86434,1.93216,0.78819,1.41402,0.0004358,0.0004358,0.0004358
160,1082.14,0.52645,0.85016,0.4165,0.97786,0.88542,0.80189,0.8632,0.7323,0.88542,0.80189,0.8632,0.74842,0.85305,2.16782,0.75186,1.38424,0.0004259,0.0004259,0.0004259
161,1088.5,0.55623,0.89206,0.4165,0.99383,0.87647,0.78302,0.85827,0.73179,0.87647,0.78302,0.85827,0.73945,0.81511,2.1526,0.7926,1.37507,0.000416,0.000416,0.000416
162,1094.91,0.56035,0.86671,0.4226,0.99543,0.88,0.83019,0.87992,0.73162,0.88,0.83019,0.87992,0.75057,0.85214,1.88475,0.6862,1.39757,0.0004061,0.0004061,0.0004061
163,1101.99,0.55102,0.88958,0.423,0.99077,0.86955,0.81753,0.87179,0.72498,0.86955,0.81753,0.87179,0.74429,0.83969,1.91761,0.76366,1.38325,0.0003962,0.0003962,0.0003962
164,1109.16,0.53487,0.88392,0.41169,0.98209,0.84466,0.82075,0.8694,0.7193,0.85437,0.83019,0.87497,0.73569,0.84057,1.70945,0.77338,1.39398,0.0003863,0.0003863,0.0003863
165,1115.57,0.54303,0.84011,0.41175,0.99801,0.87755,0.81132,0.8753,0.72408,0.87755,0.81132,0.8753,0.74434,0.83605,1.6767,0.75203,1.38922,0.0003764,0.0003764,0.0003764
166,1121.91,0.54084,0.87506,0.40961,0.98305,0.86779,0.80497,0.87265,0.72115,0.86779,0.80497,0.87265,0.73797,0.82369,1.63701,0.6997,1.39953,0.0003665,0.0003665,0.0003665
167,1128.25,0.53559,0.84715,0.41084,0.97878,0.87629,0.80189,0.86292,0.72199,0.87629,0.80189,0.86292,0.73602,0.80059,1.86968,0.7745,1.38685,0.0003566,0.0003566,0.0003566
168,1134.59,0.51688,0.8482,0.42071,0.96604,0.89154,0.78302,0.86001,0.71411,0.89154,0.78302,0.86001,0.72724,0.81739,1.61212,0.67343,1.38448,0.0003467,0.0003467,0.0003467
169,1142.26,0.5485,0.88989,0.43808,0.99054,0.83333,0.80189,0.85874,0.71748,0.84314,0.81132,0.86405,0.7292,0.80439,1.69015,0.72513,1.39079,0.0003368,0.0003368,0.0003368
170,1149,0.54364,0.84354,0.40697,0.99804,0.86735,0.80189,0.86402,0.7247,0.86735,0.80189,0.86402,0.73787,0.82301,1.65867,0.73061,1.40424,0.0003269,0.0003269,0.0003269
171,1155.47,0.52887,0.87874,0.40869,0.97278,0.86089,0.83019,0.87795,0.73246,0.86089,0.83019,0.87795,0.74866,0.88004,1.58539,0.72231,1.43732,0.000317,0.000317,0.000317
172,1161.88,0.51415,0.85548,0.41441,0.97308,0.87899,0.82075,0.88062,0.73953,0.87899,0.82075,0.88062,0.74443,0.79715,1.55888,0.68735,1.37796,0.0003071,0.0003071,0.0003071
173,1168.24,0.52134,0.86284,0.41221,0.96825,0.90441,0.81132,0.8705,0.73641,0.90441,0.81132,0.8705,0.74341,0.82135,1.77062,0.78064,1.40105,0.0002972,0.0002972,0.0002972
174,1174.74,0.53025,0.86031,0.41061,0.97183,0.87621,0.80133,0.86267,0.72416,0.87755,0.81132,0.86781,0.74252,0.80172,1.88618,0.72778,1.39619,0.0002873,0.0002873,0.0002873
175,1182.39,0.50768,0.8184,0.37707,0.96748,0.87,0.82075,0.87661,0.73423,0.87,0.82075,0.87661,0.74932,0.83422,1.91015,0.69847,1.43499,0.0002774,0.0002774,0.0002774
176,1188.98,0.53023,0.8371,0.39732,0.9757,0.89911,0.81132,0.87169,0.71715,0.89911,0.81132,0.87169,0.74144,0.83606,1.75103,0.67539,1.411,0.0002675,0.0002675,0.0002675
177,1195.35,0.52806,0.82436,0.38483,0.98626,0.89474,0.80189,0.87126,0.7245,0.89474,0.80189,0.87126,0.74043,0.89068,1.59713,0.76327,1.44189,0.0002576,0.0002576,0.0002576
178,1201.78,0.53892,0.84331,0.39662,0.98252,0.88,0.83019,0.88661,0.73484,0.88,0.83019,0.88661,0.75147,0.86179,1.72916,0.70432,1.44019,0.0002477,0.0002477,0.0002477
179,1208.2,0.54538,0.88468,0.41811,0.99295,0.87879,0.82075,0.87889,0.73059,0.87879,0.82075,0.87889,0.74488,0.84658,1.81766,0.71559,1.42879,0.0002378,0.0002378,0.0002378
180,1215.14,0.51907,0.8285,0.38783,0.98283,0.88706,0.83019,0.88087,0.74205,0.89,0.83962,0.88589,0.74979,0.82231,1.78547,0.70437,1.40484,0.0002279,0.0002279,0.0002279
181,1223.72,0.51599,0.8516,0.39345,0.9676,0.89431,0.83019,0.88332,0.73615,0.89431,0.83019,0.88332,0.75013,0.84712,1.85285,0.71079,1.43441,0.000218,0.000218,0.000218
182,1230.16,0.51378,0.84701,0.37702,0.97698,0.8903,0.81132,0.8761,0.73411,0.8903,0.81132,0.8761,0.74456,0.90952,1.85348,0.76248,1.46795,0.0002081,0.0002081,0.0002081
183,1236.57,0.51732,0.83,0.38505,0.97539,0.88154,0.81132,0.87604,0.72483,0.88154,0.81132,0.87604,0.74182,0.92726,1.71993,0.74796,1.46217,0.0001982,0.0001982,0.0001982
184,1243.1,0.52344,0.84552,0.38799,0.97553,0.88889,0.83019,0.88361,0.7278,0.88889,0.83019,0.88361,0.74682,0.92079,1.77162,0.83007,1.48256,0.0001883,0.0001883,0.0001883
185,1249.48,0.50978,0.83981,0.38353,0.95685,0.89231,0.82075,0.87863,0.72435,0.89231,0.82075,0.87863,0.74462,0.90935,1.79871,0.83154,1.48189,0.0001784,0.0001784,0.0001784
186,1256.41,0.53509,0.86797,0.40242,0.99186,0.88,0.83019,0.87909,0.73716,0.88,0.83019,0.87909,0.74426,0.85718,1.82948,0.74737,1.43253,0.0001685,0.0001685,0.0001685
187,1263.58,0.51417,0.85015,0.38205,0.96458,0.87755,0.81132,0.87074,0.7277,0.87755,0.81132,0.87074,0.74277,0.86808,1.71238,0.83104,1.44304,0.0001586,0.0001586,0.0001586
188,1269.96,0.51778,0.83199,0.38626,0.97279,0.87129,0.83019,0.87818,0.72971,0.87129,0.83019,0.87818,0.7464,0.88696,1.65366,0.82228,1.45845,0.0001487,0.0001487,0.0001487
189,1276.36,0.50756,0.81192,0.38311,0.96711,0.87129,0.83019,0.87809,0.73119,0.87129,0.83019,0.87809,0.75151,0.88753,1.78335,0.81593,1.50016,0.0001388,0.0001388,0.0001388
190,1282.93,0.51031,0.81701,0.37038,0.9658,0.89647,0.83019,0.88302,0.73942,0.89647,0.83019,0.88302,0.75029,0.85657,1.84042,0.77656,1.47513,0.0001289,0.0001289,0.0001289
191,1290.78,0.38692,0.68367,0.27392,0.92304,0.89495,0.83019,0.88266,0.74175,0.89195,0.83962,0.8877,0.75732,0.90291,1.78476,0.78422,1.51229,0.000119,0.000119,0.000119
192,1297.93,0.3718,0.64107,0.25782,0.90118,0.88621,0.82075,0.8793,0.73372,0.88621,0.82075,0.8793,0.7492,0.89898,1.88925,0.80705,1.48926,0.0001091,0.0001091,0.0001091
193,1304.78,0.3618,0.66358,0.24532,0.89831,0.89701,0.83019,0.8857,0.74067,0.89,0.83962,0.89069,0.75801,0.86623,1.9318,0.85782,1.47985,9.92e-05,9.92e-05,9.92e-05
194,1311.18,0.37496,0.66163,0.24283,0.90891,0.88,0.83019,0.88352,0.73547,0.88,0.83019,0.88352,0.75175,0.86841,1.9079,0.86428,1.47476,8.93e-05,8.93e-05,8.93e-05
195,1317.75,0.35732,0.62945,0.22819,0.88418,0.87667,0.83019,0.88435,0.73138,0.87667,0.83019,0.88435,0.74679,0.86114,1.9147,0.82635,1.45674,7.94e-05,7.94e-05,7.94e-05
196,1324.19,0.35894,0.63851,0.22743,0.89435,0.88,0.83019,0.88447,0.73803,0.88,0.83019,0.88447,0.74947,0.87397,1.84428,0.86613,1.45108,6.95e-05,6.95e-05,6.95e-05
197,1330.58,0.36136,0.63374,0.22816,0.88933,0.88571,0.83019,0.88298,0.73394,0.89,0.83962,0.88798,0.74864,0.86615,1.80878,0.89923,1.44073,5.96e-05,5.96e-05,5.96e-05
198,1336.95,0.36001,0.63903,0.22578,0.88676,0.88145,0.82075,0.88112,0.7315,0.88119,0.83962,0.88608,0.74301,0.86797,1.89148,0.89055,1.45593,4.97e-05,4.97e-05,4.97e-05
199,1343.33,0.36099,0.65643,0.22754,0.90417,0.88665,0.83019,0.88183,0.73057,0.88665,0.83019,0.88183,0.7439,0.86784,1.90135,0.90419,1.46211,3.98e-05,3.98e-05,3.98e-05
200,1349.83,0.35225,0.64785,0.21971,0.88038,0.88889,0.83019,0.88322,0.73064,0.88889,0.83019,0.88322,0.74466,0.85686,1.898,0.89368,1.45531,2.99e-05,2.99e-05,2.99e-05
