epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.853,1.15005,2.48579,1.44451,0.33936,0.00724,0.00805,0.00471,1.84342,3.30099,1.73698,0.000653333,0.000653333,0.000653333
2,16.4502,1.58096,2.16652,1.45107,0.09308,0.01134,0.00822,0.00598,2.07359,3.75936,1.85913,0.00131347,0.00131347,0.00131347
3,24.1817,1.71015,2.03549,1.44741,0.07234,0.00548,0.00707,0.00435,2.93106,3.82734,2.24886,0.001967,0.001967,0.001967
4,31.1488,1.74359,1.92078,1.43936,0.12776,0.01171,0.01033,0.00637,2.22064,4.10866,1.59574,0.0019703,0.0019703,0.0019703
5,38.2256,1.68498,1.79654,1.41207,0.14317,0.01159,0.01056,0.00701,2.09887,2.86823,1.47621,0.0019604,0.0019604,0.0019604
6,45.4495,1.67271,1.74198,1.39945,0.24028,0.01127,0.01098,0.007,2.40339,2.38541,1.52068,0.0019505,0.0019505,0.0019505
7,52.5932,1.68106,1.68424,1.37682,0.18232,0.0119,0.01348,0.00795,2.09088,2.06449,1.39417,0.0019406,0.0019406,0.0019406
8,59.7688,1.57653,1.57313,1.32466,0.21898,0.01178,0.014,0.00809,2.08003,2.05065,1.38989,0.0019307,0.0019307,0.0019307
9,66.9144,1.58541,1.52645,1.34383,0.18936,0.01159,0.01223,0.00724,2.11085,1.95497,1.43723,0.0019208,0.0019208,0.0019208
10,74.0963,1.60804,1.55312,1.35214,0.27044,0.01266,0.01467,0.00912,2.05732,1.87819,1.36042,0.0019109,0.0019109,0.0019109
11,81.2063,1.60108,1.51776,1.36282,0.26177,0.0114,0.01369,0.00809,2.1487,2.01136,1.34485,0.001901,0.001901,0.001901
12,88.3033,1.58492,1.5117,1.33785,0.32352,0.01228,0.01551,0.00958,2.09737,1.79414,1.36786,0.0018911,0.0018911,0.0018911
13,94.741,1.55857,1.4653,1.32582,0.40758,0.0114,0.01371,0.00914,2.15121,1.87086,1.34995,0.0018812,0.0018812,0.0018812
